exchange,prem_under_1km,prem_1_3km,prem_over_3km,oslaua,oscty,gor,code,geotype_name,geotype_number,av_spd_per_prem
ESDUR,933,2799,933,S12000010,S99999999,S99999999,00QM,"Above 3,000 (a)",8,30
ESDYS,1552,4657,1552,S12000015,S99999999,S99999999,00QR,"Above 3,000 (a)",8,30
ESFFR,1618,4853,1618,S12000041,S99999999,S99999999,00QC,"Above 3,000 (a)",8,30
ESGAL,1531,4593,1531,S12000026,S99999999,S99999999,00QE,"Above 3,000 (a)",8,30
ESHAD,959,2878,959,S12000010,S99999999,S99999999,00QM,"Above 3,000 (a)",8,30
ESHAW,1642,4927,1642,S12000026,S99999999,S99999999,00QE,"Above 3,000 (a)",8,30
ESKEL,855,2566,855,S12000026,S99999999,S99999999,00QE,"Above 3,000 (a)",8,30
ESMON,1237,3711,1237,S12000041,S99999999,S99999999,00QC,"Above 3,000 (a)",8,30
ESNOA,641,1922,641,S12000015,S99999999,S99999999,00QR,"Above 3,000 (a)",8,30
ESNRB,763,2288,763,S12000010,S99999999,S99999999,00QM,"Above 3,000 (a)",8,30
ESPAR,1746,5239,1746,S12000042,S99999999,S99999999,00QJ,"Above 3,000 (a)",8,30
ESPEB,969,2908,969,S12000026,S99999999,S99999999,00QE,"Above 3,000 (a)",8,30
ESSTA,1419,4258,1419,S12000015,S99999999,S99999999,00QR,"Above 3,000 (a)",8,30
LCCLR,1704,5113,1704,E07000124,E10000017,E12000002,30,"Above 3,000 (a)",8,30
LCCOC,1420,4259,1420,E07000026,E10000006,E12000002,16,"Above 3,000 (a)",8,30
LCEGR,943,2830,943,E07000029,E10000006,E12000002,16,"Above 3,000 (a)",8,30
LCGOS,697,2092,697,E07000031,E10000006,E12000002,16,"Above 3,000 (a)",8,30
LCHAR,920,2761,920,E07000026,E10000006,E12000002,16,"Above 3,000 (a)",8,30
LCKES,696,2088,696,E07000026,E10000006,E12000002,16,"Above 3,000 (a)",8,30
LCLON,1001,3002,1001,E07000124,E10000017,E12000002,30,"Above 3,000 (a)",8,30
LCLYT,1863,5589,1863,E07000119,E10000017,E12000002,30,"Above 3,000 (a)",8,30
LCMLM,845,2535,845,E07000029,E10000006,E12000002,16,"Above 3,000 (a)",8,30
LCTUR,619,1858,619,E06000008,E99999999,E12000002,00EX,"Above 3,000 (a)",8,30
LCULV,1452,4357,1452,E07000031,E10000006,E12000002,16,"Above 3,000 (a)",8,30
LSESH,1157,3472,1157,E07000207,E10000030,E12000008,43,"Above 3,000 (a)",8,30
LSTHDT,1825,5474,1825,E07000207,E10000030,E12000008,43,"Above 3,000 (a)",8,30
MRARD,1231,3693,1231,E08000003,E99999999,E12000002,00BN,"Above 3,000 (a)",8,30
MRBLA,1315,3945,1315,E08000006,E99999999,E12000002,00BR,"Above 3,000 (a)",8,30
MRCEN,1515,4544,1515,E08000003,E99999999,E12000002,00BN,"Above 3,000 (a)",8,30
MRKNU,1389,4168,1389,E06000049,E99999999,E12000002,00EQ,"Above 3,000 (a)",8,30
MYCSH,1281,3843,1281,E07000163,E10000023,E12000003,36,"Above 3,000 (a)",8,30
MYHEB,875,2624,875,E08000033,E99999999,E12000003,00CY,"Above 3,000 (a)",8,30
MYPIC,1029,3087,1029,E07000167,E10000023,E12000003,36,"Above 3,000 (a)",8,30
MYRPN,1739,5217,1739,E07000165,E10000023,E12000003,36,"Above 3,000 (a)",8,30
NDCDO,684,2053,684,E06000035,E99999999,E12000008,00LC,"Above 3,000 (a)",8,30
NDUCK,1476,4427,1476,E07000065,E10000011,E12000008,21,"Above 3,000 (a)",8,30
NEAM,835,2504,835,E06000057,E99999999,E12000001,00EM,"Above 3,000 (a)",8,30
NEAW,963,2888,963,E06000057,E99999999,E12000001,00EM,"Above 3,000 (a)",8,30
NEBC,797,2390,797,E06000047,E99999999,E12000001,00EJ,"Above 3,000 (a)",8,30
NEBW,1415,4246,1415,E06000057,E99999999,E12000001,00EM,"Above 3,000 (a)",8,30
NEHZ,1356,4067,1356,E06000057,E99999999,E12000001,00EM,"Above 3,000 (a)",8,30
NEJ,1999,5996,1999,E08000021,E99999999,E12000001,00CJ,"Above 3,000 (a)",8,30
NEMP,1911,5734,1911,E06000057,E99999999,E12000001,00EM,"Above 3,000 (a)",8,30
NENA,1977,5932,1977,E07000164,E10000023,E12000003,36,"Above 3,000 (a)",8,30
NENT,1495,4484,1495,E08000037,E99999999,E12000001,00CH,"Above 3,000 (a)",8,30
NERN,1052,3155,1052,E07000166,E10000023,E12000003,36,"Above 3,000 (a)",8,30
NETI,1095,3286,1095,E07000164,E10000023,E12000003,36,"Above 3,000 (a)",8,30
NEWHY,1610,4830,1610,E07000168,E10000023,E12000003,36,"Above 3,000 (a)",8,30
NSANS,622,1867,622,S12000017,S99999999,S99999999,00QT,"Above 3,000 (a)",8,30
NSBCY,817,2450,817,S12000034,S99999999,S99999999,00QB,"Above 3,000 (a)",8,30
NSBKI,1055,3164,1055,S12000020,S99999999,S99999999,00QX,"Above 3,000 (a)",8,30
NSCTR,746,2237,746,S12000033,S99999999,S99999999,00QA,"Above 3,000 (a)",8,30
NSDGW,922,2765,922,S12000017,S99999999,S99999999,00QT,"Above 3,000 (a)",8,30
NSFRS,1119,3358,1119,S12000020,S99999999,S99999999,00QX,"Above 3,000 (a)",8,30
NSFWM,604,1813,604,S12000017,S99999999,S99999999,00QT,"Above 3,000 (a)",8,30
NSIUR,1399,4198,1399,S12000034,S99999999,S99999999,00QB,"Above 3,000 (a)",8,30
NSKIR,935,2805,935,S12000023,S99999999,S99999999,00RA,"Above 3,000 (a)",8,30
NSLER,780,2339,780,S12000027,S99999999,S99999999,00RD,"Above 3,000 (a)",8,30
NSNAI,1116,3347,1116,S12000017,S99999999,S99999999,00QT,"Above 3,000 (a)",8,30
NSSVN,1115,3344,1115,S12000034,S99999999,S99999999,00QB,"Above 3,000 (a)",8,30
NSSWY,930,2791,930,S12000013,S99999999,S99999999,00RJ,"Above 3,000 (a)",8,30
NSTHU,896,2687,896,S12000017,S99999999,S99999999,00QT,"Above 3,000 (a)",8,30
NSTUR,604,1811,604,S12000034,S99999999,S99999999,00QB,"Above 3,000 (a)",8,30
NSWIC,863,2590,863,S12000017,S99999999,S99999999,00QT,"Above 3,000 (a)",8,30
SDFRSHW,953,2860,953,E06000046,E99999999,E12000008,00MW,"Above 3,000 (a)",8,30
SDLWS,1754,5262,1754,E07000063,E10000011,E12000008,21,"Above 3,000 (a)",8,30
SDMSWRT,1882,5647,1882,E07000225,E10000032,E12000008,45,"Above 3,000 (a)",8,30
SDPLBRG,651,1952,651,E07000227,E10000032,E12000008,45,"Above 3,000 (a)",8,30
SDPLGT,1326,3979,1326,E07000065,E10000011,E12000008,21,"Above 3,000 (a)",8,30
SDSLSY,1102,3307,1102,E07000225,E10000032,E12000008,45,"Above 3,000 (a)",8,30
SLBAW,873,2618,873,E08000017,E99999999,E12000003,00CE,"Above 3,000 (a)",8,30
SLDF,1744,5233,1744,E07000038,E10000007,E12000004,17,"Above 3,000 (a)",8,30
SLHTW,1784,5351,1784,E08000017,E99999999,E12000003,00CE,"Above 3,000 (a)",8,30
SLLH,1900,5700,1900,E07000137,E10000019,E12000004,32,"Above 3,000 (a)",8,30
SLMK,669,2006,669,E07000142,E10000019,E12000004,32,"Above 3,000 (a)",8,30
SLMT,877,2630,877,E07000137,E10000019,E12000004,32,"Above 3,000 (a)",8,30
SLWM,1848,5545,1848,E06000012,E99999999,E12000003,00FC,"Above 3,000 (a)",8,30
SMBU,1529,4588,1529,E07000004,E10000002,E12000008,11,"Above 3,000 (a)",8,30
SMBZ,698,2095,698,E07000180,E10000025,E12000008,38,"Above 3,000 (a)",8,30
SMCN,764,2293,764,E07000181,E10000025,E12000008,38,"Above 3,000 (a)",8,30
SMPEN,1867,5602,1867,E07000005,E10000002,E12000008,11,"Above 3,000 (a)",8,30
SMSE,1015,3045,1015,E07000004,E10000002,E12000008,11,"Above 3,000 (a)",8,30
SMSH,640,1919,640,E07000221,E10000031,E12000005,44,"Above 3,000 (a)",8,30
SMTR,1185,3555,1185,E07000096,E10000015,E12000006,26,"Above 3,000 (a)",8,30
SSCAL,1881,5643,1881,E06000054,E99999999,E12000009,00HY,"Above 3,000 (a)",8,30
SSDSY,1395,4186,1395,E07000082,E10000013,E12000009,23,"Above 3,000 (a)",8,30
SSMBH,870,2611,870,E06000054,E99999999,E12000009,00HY,"Above 3,000 (a)",8,30
SSMID,1698,5093,1698,E06000022,E99999999,E12000009,00HA,"Above 3,000 (a)",8,30
SSRED,1378,4135,1378,E06000023,E99999999,E12000009,00HB,"Above 3,000 (a)",8,30
SSSHM,1055,3164,1055,E07000187,E10000027,E12000009,40,"Above 3,000 (a)",8,30
SSTIM,744,2231,744,E06000022,E99999999,E12000009,00HA,"Above 3,000 (a)",8,30
SSWAR,1799,5398,1799,E06000054,E99999999,E12000009,00HY,"Above 3,000 (a)",8,30
STBISHW,1066,3198,1066,E07000094,E10000014,E12000008,24,"Above 3,000 (a)",8,30
STBRDPT,1604,4813,1604,E07000052,E10000009,E12000009,19,"Above 3,000 (a)",8,30
STMILOS,746,2239,746,E07000091,E10000014,E12000008,24,"Above 3,000 (a)",8,30
STROMSY,1905,5716,1905,E07000093,E10000014,E12000008,24,"Above 3,000 (a)",8,30
STSWANG,1255,3765,1255,E07000051,E10000009,E12000009,19,"Above 3,000 (a)",8,30
SWAG,1631,4894,1631,W06000021,W99999999,W99999999,00PP,"Above 3,000 (a)",8,30
SWAVY,1003,3008,1003,W06000012,W99999999,W99999999,00NZ,"Above 3,000 (a)",8,30
SWBIK,612,1837,612,W06000019,W99999999,W99999999,00PL,"Above 3,000 (a)",8,30
SWCG,797,2390,797,W06000008,W99999999,W99999999,00NQ,"Above 3,000 (a)",8,30
SWEBY,1549,4646,1549,W06000019,W99999999,W99999999,00PL,"Above 3,000 (a)",8,30
SWHV,1642,4925,1642,W06000009,W99999999,W99999999,00NS,"Above 3,000 (a)",8,30
SWLLG,1281,3844,1281,W06000010,W99999999,W99999999,00NU,"Above 3,000 (a)",8,30
SWLLR,984,2951,984,W06000014,W99999999,W99999999,00PD,"Above 3,000 (a)",8,30
SWMAL,1618,4854,1618,W06000013,W99999999,W99999999,00PB,"Above 3,000 (a)",8,30
THATN,1860,5581,1860,E07000085,E10000014,E12000008,24,"Above 3,000 (a)",8,30
THTF,1085,3255,1085,E06000041,E99999999,E12000008,00MF,"Above 3,000 (a)",8,30
THWL,1173,3518,1173,E07000179,E10000025,E12000008,38,"Above 3,000 (a)",8,30
WMCHD,1189,3566,1189,E07000198,E10000028,E12000005,41,"Above 3,000 (a)",8,30
WMNAN,1936,5809,1936,E06000049,E99999999,E12000002,00EQ,"Above 3,000 (a)",8,30
WMPER,904,2713,904,E07000238,E10000034,E12000005,47,"Above 3,000 (a)",8,30
WNAE,1550,4649,1550,W06000008,W99999999,W99999999,00NQ,"Above 3,000 (a)",8,30
WNBG,1346,4039,1346,W06000002,W99999999,W99999999,00NC,"Above 3,000 (a)",8,30
WNCB,905,2714,905,W06000003,W99999999,W99999999,00NE,"Above 3,000 (a)",8,30
WNDEN,936,2809,936,W06000004,W99999999,W99999999,00NG,"Above 3,000 (a)",8,30
WNFL,1211,3634,1211,W06000005,W99999999,W99999999,00NJ,"Above 3,000 (a)",8,30
WNHOL,1188,3565,1188,W06000001,W99999999,W99999999,00NA,"Above 3,000 (a)",8,30
WNKT,784,2352,784,E06000050,E99999999,E12000002,00EW,"Above 3,000 (a)",8,30
WNLDD,1842,5526,1842,W06000003,W99999999,W99999999,00NE,"Above 3,000 (a)",8,30
WNLED,977,2930,977,E06000019,E99999999,E12000005,00GA,"Above 3,000 (a)",8,30
WNLUD,1226,3677,1226,E06000051,E99999999,E12000005,00GG,"Above 3,000 (a)",8,30
WNLW,691,2073,691,W06000023,W99999999,W99999999,00NN,"Above 3,000 (a)",8,30
WNM,1664,4991,1664,W06000005,W99999999,W99999999,00NJ,"Above 3,000 (a)",8,30
WNNN,1209,3628,1209,W06000023,W99999999,W99999999,00NN,"Above 3,000 (a)",8,30
WNROS,1489,4466,1489,W06000003,W99999999,W99999999,00NE,"Above 3,000 (a)",8,30
WNROW,1355,4066,1355,E06000019,E99999999,E12000005,00GA,"Above 3,000 (a)",8,30
WNRUT,803,2408,803,W06000004,W99999999,W99999999,00NG,"Above 3,000 (a)",8,30
WNSHI,702,2107,702,E06000051,E99999999,E12000005,00GG,"Above 3,000 (a)",8,30
WNWEM,694,2083,694,E06000051,E99999999,E12000005,00GG,"Above 3,000 (a)",8,30
WNWPL,695,2084,695,W06000023,W99999999,W99999999,00NN,"Above 3,000 (a)",8,30
WSAMI,632,1897,632,S12000006,S99999999,S99999999,00QH,"Above 3,000 (a)",8,30
WSBEL,1300,3901,1300,S12000046,S99999999,S99999999,00QS,"Above 3,000 (a)",8,30
WSCAP,653,1958,653,S12000035,S99999999,S99999999,00QD,"Above 3,000 (a)",8,30
WSCAR,1521,4562,1521,S12000029,S99999999,S99999999,00RF,"Above 3,000 (a)",8,30
WSCEN,1824,5471,1824,S12000046,S99999999,S99999999,00QS,"Above 3,000 (a)",8,30
WSCMN,1412,4235,1412,S12000008,S99999999,S99999999,00QK,"Above 3,000 (a)",8,30
WSDOU,1174,3523,1174,S12000046,S99999999,S99999999,00QS,"Above 3,000 (a)",8,30
WSDUN,941,2824,941,S12000035,S99999999,S99999999,00QD,"Above 3,000 (a)",8,30
WSGIR,749,2246,749,S12000028,S99999999,S99999999,00RE,"Above 3,000 (a)",8,30
WSIBR,1447,4342,1447,S12000046,S99999999,S99999999,00QS,"Above 3,000 (a)",8,30
WSIRS,1872,5617,1872,S12000021,S99999999,S99999999,00QY,"Above 3,000 (a)",8,30
WSKIE,804,2413,804,S12000021,S99999999,S99999999,00QY,"Above 3,000 (a)",8,30
WSLES,795,2384,795,S12000029,S99999999,S99999999,00RF,"Above 3,000 (a)",8,30
WSOBA,988,2963,988,S12000035,S99999999,S99999999,00QD,"Above 3,000 (a)",8,30
WSROT,862,2587,862,S12000035,S99999999,S99999999,00QD,"Above 3,000 (a)",8,30
WSSOU,845,2536,845,S12000046,S99999999,S99999999,00QS,"Above 3,000 (a)",8,30
WSSPR,1964,5891,1964,S12000046,S99999999,S99999999,00QS,"Above 3,000 (a)",8,30
WSSTE,1419,4256,1419,S12000044,S99999999,S99999999,00QZ,"Above 3,000 (a)",8,30
WSSTN,777,2332,777,S12000029,S99999999,S99999999,00RF,"Above 3,000 (a)",8,30
WSSTR,1186,3557,1186,S12000006,S99999999,S99999999,00QH,"Above 3,000 (a)",8,30
WSTRO,1638,4914,1638,S12000028,S99999999,S99999999,00RE,"Above 3,000 (a)",8,30
WWCHEL,1119,3358,1119,E06000027,E99999999,E12000009,00HH,"Above 3,000 (a)",8,30
WWCHRD,1475,4426,1475,E07000189,E10000027,E12000009,40,"Above 3,000 (a)",8,30
WWCRED,942,2826,942,E07000042,E10000008,E12000009,18,"Above 3,000 (a)",8,30
WWCULL,909,2726,909,E07000042,E10000008,E12000009,18,"Above 3,000 (a)",8,30
WWDART,724,2173,724,E07000044,E10000008,E12000009,18,"Above 3,000 (a)",8,30
WWHONI,1281,3842,1281,E07000040,E10000008,E12000009,18,"Above 3,000 (a)",8,30
WWILFR,1120,3361,1120,E07000043,E10000008,E12000009,18,"Above 3,000 (a)",8,30
WWIVYB,1236,3707,1236,E07000044,E10000008,E12000009,18,"Above 3,000 (a)",8,30
WWKNGB,773,2318,773,E07000044,E10000008,E12000009,18,"Above 3,000 (a)",8,30
WWLISK,1477,4431,1477,E06000052,E99999999,E12000009,00HE,"Above 3,000 (a)",8,30
WWLOOE,730,2191,730,E06000052,E99999999,E12000009,00HE,"Above 3,000 (a)",8,30
WWLYME,717,2150,717,E07000052,E10000009,E12000009,19,"Above 3,000 (a)",8,30
WWMINE,1172,3515,1172,E07000191,E10000027,E12000009,40,"Above 3,000 (a)",8,30
WWPINH,1506,4519,1506,E07000040,E10000008,E12000009,18,"Above 3,000 (a)",8,30
WWPRYN,1186,3558,1186,E06000052,E99999999,E12000009,00HE,"Above 3,000 (a)",8,30
WWSALT,1584,4752,1584,E06000052,E99999999,E12000009,00HE,"Above 3,000 (a)",8,30
WWSHER,1055,3165,1055,E07000052,E10000009,E12000009,19,"Above 3,000 (a)",8,30
WWTAVI,1370,4109,1370,E07000047,E10000008,E12000009,18,"Above 3,000 (a)",8,30
WWTOTN,1114,3341,1114,E07000044,E10000008,E12000009,18,"Above 3,000 (a)",8,30
WWWADE,859,2576,859,E06000052,E99999999,E12000009,00HE,"Above 3,000 (a)",8,30
WWYELV,674,2022,674,E07000047,E10000008,E12000009,18,"Above 3,000 (a)",8,30
CMALD,1645,4935,1645,E08000030,E99999999,E12000005,00CU,"Above 3,000 (b)",9,10
CMALL,1601,4804,1601,E08000029,E99999999,E12000005,00CT,"Above 3,000 (b)",9,10
CMARM,765,2295,765,E07000194,E10000028,E12000005,41,"Above 3,000 (b)",9,10
CMASHF,1891,5672,1891,E08000025,E99999999,E12000005,00CN,"Above 3,000 (b)",9,10
CMASTX,790,2369,790,E08000025,E99999999,E12000005,00CN,"Above 3,000 (b)",9,10
CMBER,707,2120,707,E08000029,E99999999,E12000005,00CT,"Above 3,000 (b)",9,10
CMBIDF,726,2179,726,E07000221,E10000031,E12000005,44,"Above 3,000 (b)",9,10
CMCAL,1651,4954,1651,E08000025,E99999999,E12000005,00CN,"Above 3,000 (b)",9,10
CMCHEY,1201,3604,1201,E08000026,E99999999,E12000005,00CQ,"Above 3,000 (b)",9,10
CMCHY,1897,5690,1897,E07000196,E10000028,E12000005,41,"Above 3,000 (b)",9,10
CMCOD,1315,3946,1315,E07000196,E10000028,E12000005,41,"Above 3,000 (b)",9,10
CMCOLE,753,2260,753,E08000029,E99999999,E12000005,00CT,"Above 3,000 (b)",9,10
CMDUN,1681,5043,1681,E07000220,E10000031,E12000005,44,"Above 3,000 (b)",9,10
CMHEA,1609,4828,1609,E07000194,E10000028,E12000005,41,"Above 3,000 (b)",9,10
CMHILL,1202,3605,1202,E07000234,E10000034,E12000005,47,"Above 3,000 (b)",9,10
CMKNO,1815,5444,1815,E08000029,E99999999,E12000005,00CT,"Above 3,000 (b)",9,10
CMSOUC,1048,3144,1048,E07000221,E10000031,E12000005,44,"Above 3,000 (b)",9,10
CMSTRE,1794,5382,1794,E08000025,E99999999,E12000005,00CN,"Above 3,000 (b)",9,10
CMWEE,657,1970,657,E07000221,E10000031,E12000005,44,"Above 3,000 (b)",9,10
CMWOL,751,2252,751,E07000220,E10000031,E12000005,44,"Above 3,000 (b)",9,10
CMWOM,1495,4486,1495,E08000027,E99999999,E12000005,00CR,"Above 3,000 (b)",9,10
CMWYT,735,2204,735,E08000029,E99999999,E12000005,00CT,"Above 3,000 (b)",9,10
EAATT,1271,3812,1271,E07000149,E10000020,E12000006,33,"Above 3,000 (b)",9,10
EAAYL,807,2422,807,E07000144,E10000020,E12000006,33,"Above 3,000 (b)",9,10
EABGC,688,2063,688,E07000206,E10000029,E12000006,42,"Above 3,000 (b)",9,10
EABLU,1399,4197,1399,E07000206,E10000029,E12000006,42,"Above 3,000 (b)",9,10
EABMD,1370,4109,1370,E07000070,E10000012,E12000006,22,"Above 3,000 (b)",9,10
EABNH,807,2422,807,E07000074,E10000012,E12000006,22,"Above 3,000 (b)",9,10
EABRI,976,2927,976,E07000071,E10000012,E12000006,22,"Above 3,000 (b)",9,10
EABRU,1004,3012,1004,E07000149,E10000020,E12000006,33,"Above 3,000 (b)",9,10
EACAI,910,2729,910,E07000145,E10000020,E12000006,33,"Above 3,000 (b)",9,10
EACAX,980,2939,980,E07000012,E10000003,E12000006,12,"Above 3,000 (b)",9,10
EACRO,1017,3050,1017,E07000147,E10000020,E12000006,33,"Above 3,000 (b)",9,10
EADAN,852,2557,852,E07000074,E10000012,E12000006,22,"Above 3,000 (b)",9,10
EADIS,1289,3868,1289,E07000203,E10000029,E12000006,42,"Above 3,000 (b)",9,10
EADNM,1404,4213,1404,E07000146,E10000020,E12000006,33,"Above 3,000 (b)",9,10
EADRA,1905,5714,1905,E07000149,E10000020,E12000006,33,"Above 3,000 (b)",9,10
EADSM,674,2023,674,E07000146,E10000020,E12000006,33,"Above 3,000 (b)",9,10
EAEMS,675,2026,675,E07000203,E10000029,E12000006,42,"Above 3,000 (b)",9,10
EAFAK,1055,3164,1055,E07000143,E10000020,E12000006,33,"Above 3,000 (b)",9,10
EAFEL,1719,5158,1719,E07000205,E10000029,E12000006,42,"Above 3,000 (b)",9,10
EAFUL,726,2178,726,E07000008,E10000003,E12000006,12,"Above 3,000 (b)",9,10
EAFXD,938,2815,938,E07000205,E10000029,E12000006,42,"Above 3,000 (b)",9,10
EAGIR,975,2924,975,E07000008,E10000003,E12000006,12,"Above 3,000 (b)",9,10
EAGLE,712,2136,712,E07000067,E10000012,E12000006,22,"Above 3,000 (b)",9,10
EAGWK,875,2624,875,E07000075,E10000012,E12000006,22,"Above 3,000 (b)",9,10
EAHAS,1000,3001,1000,E07000200,E10000029,E12000006,42,"Above 3,000 (b)",9,10
EAHAW,1783,5348,1783,E07000074,E10000012,E12000006,22,"Above 3,000 (b)",9,10
EAHET,683,2049,683,E07000149,E10000020,E12000006,33,"Above 3,000 (b)",9,10
EAHIS,867,2600,867,E07000012,E10000003,E12000006,12,"Above 3,000 (b)",9,10
EAHNS,651,1952,651,E07000146,E10000020,E12000006,33,"Above 3,000 (b)",9,10
EAHOL,1494,4483,1494,E07000076,E10000012,E12000006,22,"Above 3,000 (b)",9,10
EAHRL,619,1858,619,E07000203,E10000029,E12000006,42,"Above 3,000 (b)",9,10
EAHSD,1367,4101,1367,E07000067,E10000012,E12000006,22,"Above 3,000 (b)",9,10
EAHST,610,1830,610,E07000012,E10000003,E12000006,12,"Above 3,000 (b)",9,10
EAHSW,691,2072,691,E07000205,E10000029,E12000006,42,"Above 3,000 (b)",9,10
EAHUL,739,2217,739,E07000075,E10000012,E12000006,22,"Above 3,000 (b)",9,10
EAHWD,1669,5007,1669,E07000071,E10000012,E12000006,22,"Above 3,000 (b)",9,10
EAING,656,1969,656,E07000070,E10000012,E12000006,22,"Above 3,000 (b)",9,10
EAKEN,706,2119,706,E07000009,E10000003,E12000006,12,"Above 3,000 (b)",9,10
EALAT,624,1873,624,E07000074,E10000012,E12000006,22,"Above 3,000 (b)",9,10
EALLN,1877,5630,1877,E07000071,E10000012,E12000006,22,"Above 3,000 (b)",9,10
EALTN,743,2230,743,E07000205,E10000029,E12000006,42,"Above 3,000 (b)",9,10
EAMAN,1031,3093,1031,E07000200,E10000029,E12000006,42,"Above 3,000 (b)",9,10
EAMBN,725,2174,725,E07000012,E10000003,E12000006,12,"Above 3,000 (b)",9,10
EAMIL,1420,4259,1420,E07000201,E10000029,E12000006,42,"Above 3,000 (b)",9,10
EANBF,1544,4631,1544,E07000066,E10000012,E12000006,22,"Above 3,000 (b)",9,10
EANMK,1635,4904,1635,E07000009,E10000003,E12000006,12,"Above 3,000 (b)",9,10
EANWS,1357,4070,1357,E07000147,E10000020,E12000006,33,"Above 3,000 (b)",9,10
EAORS,758,2274,758,E06000034,E99999999,E12000006,00KG,"Above 3,000 (b)",9,10
EAROW,980,2939,980,E07000071,E10000012,E12000006,22,"Above 3,000 (b)",9,10
EASAB,1417,4250,1417,E07000242,E10000015,E12000006,26,"Above 3,000 (b)",9,10
EASAL,626,1877,626,E07000144,E10000020,E12000006,33,"Above 3,000 (b)",9,10
EASBW,1251,3754,1251,E07000242,E10000015,E12000006,26,"Above 3,000 (b)",9,10
EASBY,1253,3760,1253,E07000075,E10000012,E12000006,22,"Above 3,000 (b)",9,10
EASFM,903,2709,903,E07000143,E10000020,E12000006,33,"Above 3,000 (b)",9,10
EASFT,910,2731,910,E07000148,E10000020,E12000006,33,"Above 3,000 (b)",9,10
EASHE,939,2816,939,E07000147,E10000020,E12000006,33,"Above 3,000 (b)",9,10
EASOH,1106,3317,1106,E07000009,E10000003,E12000006,12,"Above 3,000 (b)",9,10
EASOS,716,2149,716,E07000076,E10000012,E12000006,22,"Above 3,000 (b)",9,10
EASST,1246,3739,1246,E07000012,E10000003,E12000006,12,"Above 3,000 (b)",9,10
EASTD,872,2615,872,E07000242,E10000015,E12000006,26,"Above 3,000 (b)",9,10
EASWD,673,2020,673,E07000205,E10000029,E12000006,42,"Above 3,000 (b)",9,10
EASXM,605,1814,605,E07000205,E10000029,E12000006,42,"Above 3,000 (b)",9,10
EATEV,1105,3315,1105,E07000008,E10000003,E12000006,12,"Above 3,000 (b)",9,10
EATIP,974,2921,974,E07000074,E10000012,E12000006,22,"Above 3,000 (b)",9,10
EATLB,1562,4687,1562,E06000034,E99999999,E12000006,00KG,"Above 3,000 (b)",9,10
EATRU,1172,3517,1172,E07000008,E10000003,E12000006,12,"Above 3,000 (b)",9,10
EAWDF,1487,4460,1487,E07000074,E10000012,E12000006,22,"Above 3,000 (b)",9,10
EAWIV,969,2906,969,E07000071,E10000012,E12000006,22,"Above 3,000 (b)",9,10
EAWLM,681,2043,681,E07000012,E10000003,E12000006,12,"Above 3,000 (b)",9,10
EAWMS,759,2278,759,E07000074,E10000012,E12000006,22,"Above 3,000 (b)",9,10
EAWRI,863,2590,863,E07000070,E10000012,E12000006,22,"Above 3,000 (b)",9,10
EAWTB,649,1946,649,E07000012,E10000003,E12000006,12,"Above 3,000 (b)",9,10
EAWTN,718,2154,718,E07000143,E10000020,E12000006,33,"Above 3,000 (b)",9,10
EAWYM,1563,4688,1563,E07000149,E10000020,E12000006,33,"Above 3,000 (b)",9,10
EMALFRE,1464,4393,1464,E07000032,E10000007,E12000004,17,"Above 3,000 (b)",9,10
EMAMBER,676,2027,676,E07000032,E10000007,E12000004,17,"Above 3,000 (b)",9,10
EMARKWR,1518,4555,1518,E07000176,E10000024,E12000004,37,"Above 3,000 (b)",9,10
EMASBOU,1110,3331,1110,E07000193,E10000028,E12000005,41,"Above 3,000 (b)",9,10
EMASHBB,1476,4427,1476,E07000134,E10000018,E12000004,31,"Above 3,000 (b)",9,10
EMATTHE,1470,4409,1470,E07000218,E10000031,E12000005,44,"Above 3,000 (b)",9,10
EMBARTO,602,1805,602,E07000039,E10000007,E12000004,17,"Above 3,000 (b)",9,10
EMBINGH,949,2846,949,E07000176,E10000024,E12000004,37,"Above 3,000 (b)",9,10
EMBLDWO,1697,5091,1697,E07000170,E10000024,E12000004,37,"Above 3,000 (b)",9,10
EMBOURN,1662,4985,1662,E07000141,E10000019,E12000004,32,"Above 3,000 (b)",9,10
EMBRLAT,1496,4489,1496,E07000153,E10000021,E12000004,34,"Above 3,000 (b)",9,10
EMBUCKD,663,1990,663,E07000011,E10000003,E12000006,12,"Above 3,000 (b)",9,10
EMBYFIE,637,1912,637,E07000221,E10000031,E12000005,44,"Above 3,000 (b)",9,10
EMCASTL,806,2419,806,E07000134,E10000018,E12000004,31,"Above 3,000 (b)",9,10
EMCHATT,1024,3071,1024,E07000011,E10000003,E12000006,12,"Above 3,000 (b)",9,10
EMCHELL,1578,4733,1578,E07000039,E10000007,E12000004,17,"Above 3,000 (b)",9,10
EMCHSTL,723,2169,723,E07000137,E10000019,E12000004,32,"Above 3,000 (b)",9,10
EMCOTGR,838,2513,838,E07000176,E10000024,E12000004,37,"Above 3,000 (b)",9,10
EMDESBO,1025,3075,1025,E07000151,E10000021,E12000004,34,"Above 3,000 (b)",9,10
EMDRAYC,1126,3378,1126,E07000039,E10000007,E12000004,17,"Above 3,000 (b)",9,10
EMDSSFO,662,1985,662,E07000132,E10000018,E12000004,31,"Above 3,000 (b)",9,10
EMEARLS,749,2246,749,E07000156,E10000021,E12000004,34,"Above 3,000 (b)",9,10
